x,y,hue
0.419263184070587,0.127074503649812,1
0.572205424308777,0.094557816473969,1
0.633993983268738,0.088486914989277,1
0.674105107784271,0.136920036820214,1
0.707928001880646,0.326424720941794,1
0.452370584011078,0.115626574766313,1
0.383512586355209,0.094778485905529,1
0.530417501926422,0.121447616696288,1
-0.764500617980957,-0.090206776147459,2
-0.733168423175812,-0.072635965141714,2
-0.737704873085022,-0.136234628547894,2
-0.780376315116882,-0.11006310097165,2
-0.750746786594391,-0.120745695832057,2
-0.817447781562805,-0.098552612872445,2
-0.866705715656281,-0.14448529525484,2
-0.570114016532898,0.204958390981575,2
-0.661002993583679,-0.112935231652831,2
-0.562636137008667,-0.106634120856855,2
-0.55267596244812,-0.185924558282213,2
-0.348804622888565,-0.160861575058476,2
-0.60238254070282,-0.084005606346753,2
-0.678079843521118,-0.236418696890288,2
-0.539100587368011,-0.107209400687421,2
-0.617121338844299,-0.138105760480686,2
-0.779271245002747,-0.091507247541105,2
-0.766267359256744,-0.150079987295882,2
-0.630925714969635,-0.201174086861302,2
-0.831583917140961,-0.077203485366961,2
-0.710129499435425,-0.156632502216798,2
